Vehicle Type,Pickup Location,Drop Location,Ride Distance,Booking Value
Go Sedan,Kherki Daula Toll,DLF Phase 3,33.08,313.0
Go Sedan,Kherki Daula Toll,DLF Phase 3,33.08,313.0
Bike,Khandsa,Lok Kalyan Marg,45.13,402.0
Go Sedan,Chhatarpur,Ardee City,14.15,62.0
Auto,Ghaziabad,Sarojini Nagar,9.9,602.0
Go Mini,IMT Manesar,Rajiv Chowk,25.68,560.0
Go Mini,IMT Manesar,Rajiv Chowk,25.68,560.0
Bike,Shivaji Park,Vishwavidyalaya,44.05,439.0
Bike,Pragati Maidan,Punjabi Bagh,16.64,83.0
Premier Sedan,Manesar,Madipur,32.47,171.0
Uber XL,Ghitorni,Saidulajab,22.96,401.0
Premier Sedan,Moti Nagar,Nehru Place,39.7,1320.0
Go Sedan,Civil Lines Gurgaon,Kirti Nagar,34.5,1614.0
Go Sedan,South Extension,Chirag Delhi,22.24,879.0
Go Mini,Karol Bagh,Adarsh Nagar,23.13,218.0
Bike,Jhilmil,Keshav Puram,39.31,165.0
Auto,Kirti Nagar,MG Road,49.17,221.0
Auto,Kalkaji,Ghitorni Village,46.22,474.0
Bike,Anand Vihar ISBT,Greater Kailash,22.06,820.0
Bike,Huda City Centre,Jama Masjid,23.98,358.0
Premier Sedan,Samaypur Badli,Cyber Hub,45.72,489.0
Premier Sedan,Gurgaon Sector 29,Indraprastha,3.02,55.0
Go Sedan,New Delhi Railway Station,Hauz Khas,14.95,395.0
Auto,Preet Vihar,Kanhaiya Nagar,7.76,69.0
Go Sedan,Maidan Garhi,Paharganj,7.95,265.0
Bike,Bhikaji Cama Place,Khandsa,44.57,302.0
Go Sedan,ITO,Badshahpur,10.81,464.0
Bike,INA Market,Rithala,24.44,224.0
Auto,MG Road,Shahdara,23.63,237.0
Auto,Gurgaon Railway Station,Mundka,48.74,699.0
Premier Sedan,Akshardham,Nirman Vihar,26.74,158.0
Auto,Delhi Gate,Chirag Delhi,37.39,202.0
Go Mini,Preet Vihar,Chirag Delhi,13.98,798.0
Auto,Patel Chowk,Golf Course Road,34.07,264.0
Go Sedan,Janakpuri,Lal Quila,43.53,324.0
Go Mini,Preet Vihar,IIT Delhi,36.77,500.0
Bike,Panchsheel Park,Sohna Road,28.46,440.0
Auto,Tagore Garden,Ardee City,33.84,460.0
Bike,Jor Bagh,Noida Sector 18,27.6,1940.0
Auto,Jahangirpuri,Old Gurgaon,44.04,1216.0
Go Mini,Lok Kalyan Marg,Sarojini Nagar,40.04,187.0
Auto,Lajpat Nagar,Pataudi Chowk,48.62,478.0
Go Mini,Yamuna Bank,Madipur,6.07,791.0
Go Sedan,INA Market,Paharganj,15.26,636.0
eBike,Connaught Place,Nirman Vihar,36.76,499.0
Premier Sedan,Hero Honda Chowk,Welcome,11.48,1350.0
eBike,Vinobapuri,Dwarka Mor,12.59,461.0
Go Mini,Cyber Hub,Rajiv Chowk,31.74,170.0
Go Sedan,Noida Extension,Okhla,38.7,558.0
Auto,Madipur,Noida Film City,4.38,288.0
Bike,Dwarka Mor,Yamuna Bank,29.31,133.0
Premier Sedan,Patel Chowk,AIIMS,2.35,123.0
Auto,Keshav Puram,Madipur,41.18,629.0
Premier Sedan,Green Park,Hauz Khas,49.37,201.0
Premier Sedan,Welcome,Sarai Kale Khan,38.83,419.0
Go Sedan,Ashram,Manesar,7.37,759.0
Auto,Mansarovar Park,Narsinghpur,48.69,399.0
Go Mini,Noida Sector 62,Rohini West,18.51,276.0
Bike,RK Puram,IIT Delhi,36.02,1354.0
Bike,RK Puram,IIT Delhi,36.02,1354.0
Bike,Greater Kailash,Vaishali,7.92,529.0
Auto,Samaypur Badli,Narsinghpur,20.57,306.0
eBike,Barakhamba Road,Ghitorni Village,49.73,535.0
Auto,Cyber Hub,Sonipat,26.7,200.0
Go Mini,Anand Vihar ISBT,Shastri Park,38.89,362.0
Auto,Gwal Pahari,Vaishali,30.05,337.0
Bike,Indraprastha,Shastri Park,26.69,558.0
Bike,Barakhamba Road,Malviya Nagar,48.89,800.0
Bike,Barakhamba Road,Malviya Nagar,48.89,800.0
Bike,Barakhamba Road,Malviya Nagar,48.89,800.0
Bike,Barakhamba Road,Malviya Nagar,48.89,800.0
Go Sedan,Khan Market,Ardee City,49.07,654.0
Bike,Kadarpur,Patel Chowk,16.41,171.0
eBike,Hauz Rani,Vidhan Sabha,49.85,471.0
Premier Sedan,Samaypur Badli,Maidan Garhi,36.43,326.0
Go Sedan,Saket A Block,Vasant Kunj,12.32,142.0
Go Sedan,Saket A Block,Vasant Kunj,12.32,142.0
Bike,Huda City Centre,Saket,21.61,234.0
Premier Sedan,Azadpur,Janakpuri,14.94,203.0
Go Mini,Satguru Ram Singh Marg,Govindpuri,7.03,1117.0
Go Sedan,Ashok Park Main,South Extension,37.69,394.0
Premier Sedan,Tis Hazari,Botanical Garden,41.21,354.0
Premier Sedan,Arjangarh,IMT Manesar,29.02,184.0
Bike,Patel Chowk,Dwarka Mor,13.87,163.0
Go Sedan,Palam Vihar,Huda City Centre,41.05,221.0
Auto,Indraprastha,IFFCO Chowk,7.78,994.0
Auto,Panchsheel Park,Botanical Garden,36.27,266.0
Bike,Panchsheel Park,Subhash Nagar,16.94,111.0
Premier Sedan,Dilshad Garden,Huda City Centre,38.08,442.0
Auto,Adarsh Nagar,Welcome,7.46,169.0
Auto,Palam Vihar,Udyog Vihar Phase 4,20.8,98.0
Auto,Kalkaji,Jahangirpuri,8.24,1311.0
Premier Sedan,New Colony,Dilshad Garden,28.75,805.0
Go Mini,Udyog Vihar Phase 4,Ghitorni Village,30.69,396.0
Premier Sedan,Tughlakabad,Sultanpur,9.44,827.0
Bike,DLF City Court,Golf Course Road,11.46,269.0
Bike,Botanical Garden,Ashok Vihar,18.67,910.0
eBike,Sadar Bazar Gurgaon,New Colony,44.66,215.0
Bike,IMT Manesar,Model Town,28.5,613.0
Auto,Udyog Vihar,Rajiv Nagar,9.39,393.0
Go Mini,Satguru Ram Singh Marg,Nehru Place,45.95,64.0
Auto,Greater Kailash,Shastri Park,23.54,229.0
Auto,DLF Phase 3,Sikanderpur,37.57,200.0
Bike,Sultanpur,Adarsh Nagar,48.34,417.0
Auto,Malviya Nagar,Okhla,13.21,292.0
Premier Sedan,Civil Lines Gurgaon,Ghitorni,33.16,1284.0
Go Mini,Sultanpur,Saket,17.31,791.0
Bike,Ghitorni,Ardee City,37.93,304.0
Bike,Ghitorni,Ardee City,37.93,304.0
Go Mini,Jor Bagh,Nehru Place,37.4,404.0
Auto,Moolchand,ITO,28.6,109.0
Go Mini,GTB Nagar,Saidulajab,38.66,506.0
eBike,Ardee City,Paharganj,39.67,150.0
Auto,Narsinghpur,Sikanderpur,42.26,196.0
Auto,South Extension,Tughlakabad,28.14,655.0
Go Sedan,IMT Manesar,Arjangarh,48.57,408.0
Go Sedan,Vatika Chowk,RK Puram,30.58,397.0
Auto,Nirman Vihar,Rajouri Garden,18.74,1079.0
Go Sedan,IGNOU Road,South Extension,42.88,247.0
eBike,Pulbangash,Chanakyapuri,12.82,150.0
Go Sedan,Mandi House,Netaji Subhash Place,18.48,532.0
Go Sedan,Delhi Gate,Greater Kailash,9.14,79.0
Auto,Udyog Vihar,Tughlakabad,3.81,693.0
Go Mini,Karkarduma,Connaught Place,26.65,116.0
Premier Sedan,Adarsh Nagar,Chhatarpur,43.07,822.0
Go Mini,Old Gurgaon,Shahdara,19.57,1149.0
Auto,IGI Airport,Udyog Bhawan,42.06,213.0
Auto,Hauz Khas,India Gate,31.41,135.0
eBike,GTB Nagar,Ramesh Nagar,23.03,606.0
Go Mini,Panipat,Seelampur,19.91,1167.0
Premier Sedan,Kirti Nagar,Botanical Garden,34.89,341.0
Bike,IMT Manesar,Subhash Nagar,49.23,693.0
eBike,Mansarovar Park,Malviya Nagar,3.18,327.0
Auto,Udyog Bhawan,Chandni Chowk,12.76,268.0
Go Mini,Keshav Puram,Uttam Nagar,20.3,187.0
Go Mini,Indirapuram,Satguru Ram Singh Marg,23.28,536.0
Go Mini,New Delhi Railway Station,Gurgaon Sector 56,36.23,820.0
Go Mini,Central Secretariat,Cyber Hub,24.2,191.0
Bike,Saket A Block,Adarsh Nagar,8.28,329.0
eBike,Badarpur,Jama Masjid,29.75,456.0
Go Sedan,Gurgaon Sector 56,Sohna Road,43.55,137.0
Go Mini,Palam Vihar,Karol Bagh,9.54,959.0
Auto,Panipat,Narsinghpur,15.62,55.0
Auto,Panipat,Narsinghpur,15.62,55.0
Go Mini,Paharganj,Rajiv Chowk,9.18,236.0
Uber XL,Barakhamba Road,Vaishali,44.94,351.0
Uber XL,Barakhamba Road,Vaishali,44.94,351.0
Auto,Meerut,Punjabi Bagh,17.72,153.0
Go Mini,Saket A Block,Ghaziabad,8.14,458.0
eBike,Greater Noida,Ashok Park Main,34.42,216.0
Go Sedan,Subhash Chowk,Sohna Road,19.11,405.0
Go Mini,Saket,Narsinghpur,8.69,97.0
Bike,Bahadurgarh,Pitampura,35.07,387.0
Go Mini,Moolchand,Bhiwadi,8.78,358.0
Go Sedan,Narsinghpur,ITO,45.62,784.0
Go Sedan,Ardee City,Golf Course Road,31.91,314.0
Uber XL,Punjabi Bagh,New Colony,12.66,802.0
Go Sedan,Kashmere Gate,Gwal Pahari,35.3,746.0
Go Sedan,Kashmere Gate,Gwal Pahari,35.3,746.0
Go Mini,Vatika Chowk,Sadar Bazar Gurgaon,23.92,605.0
Go Mini,Vatika Chowk,Sadar Bazar Gurgaon,23.92,605.0
eBike,Ghaziabad,Sonipat,18.37,1531.0
eBike,Ghaziabad,Sonipat,18.37,1531.0
Go Sedan,Rohini West,Jor Bagh,31.47,343.0
Bike,Panipat,Raj Nagar Extension,27.43,76.0
Go Sedan,Madipur,Manesar,29.03,213.0
Bike,Shastri Park,Ashok Park Main,20.9,171.0
Go Mini,Dilshad Garden,IFFCO Chowk,40.01,422.0
Go Sedan,Lajpat Nagar,Lok Kalyan Marg,30.08,659.0
Auto,Panipat,Tagore Garden,43.33,279.0
Go Mini,Moolchand,Gurgaon Sector 56,23.65,2908.0
Go Mini,Moolchand,Gurgaon Sector 56,23.65,2908.0
Go Sedan,Mayur Vihar,Samaypur Badli,40.97,726.0
Auto,Okhla,Shahdara,23.39,54.0
Premier Sedan,Pulbangash,Karol Bagh,46.44,321.0
Bike,Paschim Vihar,Kherki Daula Toll,43.79,790.0
Bike,Dilshad Garden,Faridabad Sector 15,32.82,56.0
Bike,Karkarduma,Tagore Garden,19.82,889.0
Auto,Faridabad Sector 15,Peeragarhi,40.0,722.0
Go Mini,Qutub Minar,Welcome,40.66,175.0
Go Mini,Sushant Lok,Civil Lines Gurgaon,10.89,539.0
Go Mini,Dwarka Sector 21,Govindpuri,41.4,822.0
Bike,Gwal Pahari,Pitampura,34.71,298.0
Auto,Indirapuram,Chandni Chowk,34.68,812.0
Auto,Tughlakabad,New Colony,26.32,761.0
eBike,Vasant Kunj,Huda City Centre,13.5,313.0
Go Mini,Rajiv Chowk,Welcome,11.82,217.0
Go Sedan,Civil Lines Gurgaon,Vatika Chowk,12.7,811.0
Auto,Ghaziabad,Sohna Road,25.71,438.0
Auto,Punjabi Bagh,Khan Market,6.61,294.0
Auto,Rohini West,Gurgaon Railway Station,12.56,272.0
Premier Sedan,Model Town,Rithala,2.73,173.0
Auto,Indraprastha,Shastri Nagar,36.0,145.0
Go Mini,Delhi Gate,Greater Noida,38.16,252.0
Bike,IIT Delhi,Kherki Daula Toll,4.15,74.0
eBike,Netaji Subhash Place,Gurgaon Sector 29,16.7,944.0
Auto,Rohini East,Kaushambi,18.83,758.0
Go Mini,Ashram,AIIMS,49.95,57.0
Auto,Indirapuram,Indraprastha,20.92,130.0
Premier Sedan,Khandsa,Karol Bagh,19.56,795.0
Bike,Hero Honda Chowk,Yamuna Bank,41.14,304.0
Go Mini,Pitampura,Ardee City,2.84,147.0
Auto,AIIMS,Paschim Vihar,16.41,215.0
Bike,Uttam Nagar,Chanakyapuri,33.14,315.0
Go Mini,Bahadurgarh,Govindpuri,41.78,737.0
Premier Sedan,Netaji Subhash Place,Noida Extension,8.55,109.0
Auto,Jahangirpuri,Saket,38.69,142.0
Go Mini,Keshav Puram,Sushant Lok,28.51,415.0
Go Sedan,Ghaziabad,Bahadurgarh,49.0,329.0
Auto,Kashmere Gate ISBT,Narsinghpur,15.82,960.0
Auto,Central Secretariat,Rajiv Chowk,46.75,227.0
Go Sedan,Basai Dhankot,Karkarduma,17.94,450.0
Go Sedan,Paschim Vihar,Saket,33.29,241.0
Bike,Mansarovar Park,Central Secretariat,48.44,781.0
Uber XL,Vaishali,Gurgaon Sector 56,16.97,284.0
Bike,Kherki Daula Toll,Rajouri Garden,12.28,245.0
Go Mini,Gurgaon Railway Station,MG Road,45.91,184.0
Bike,Dilshad Garden,Jama Masjid,48.33,516.0
Go Sedan,Dwarka Sector 21,Arjangarh,14.16,315.0
Auto,South Extension,Okhla,26.44,686.0
Bike,Indirapuram,Ashok Vihar,40.61,203.0
eBike,Meerut,IGNOU Road,22.06,332.0
Auto,Punjabi Bagh,Vidhan Sabha,32.21,326.0
Go Sedan,Gurgaon Sector 56,Samaypur Badli,33.07,159.0
Premier Sedan,Ambience Mall,South Extension,4.01,325.0
Auto,Ashok Park Main,Subhash Nagar,30.94,378.0
Premier Sedan,Vishwavidyalaya,Rohini,11.04,150.0
eBike,Ashok Park Main,Ghitorni,42.71,329.0
Go Sedan,Rohini East,ITO,37.66,84.0
Go Sedan,Jama Masjid,Samaypur Badli,5.28,1124.0
Auto,Paschim Vihar,Maidan Garhi,48.93,1628.0
Bike,Rohini West,South Extension,38.98,408.0
Auto,AIIMS,Ashok Park Main,35.67,447.0
Go Mini,Udyog Bhawan,Karol Bagh,38.13,3250.0
eBike,Central Secretariat,Okhla,24.71,493.0
Uber XL,Gurgaon Railway Station,Gurgaon Sector 56,49.95,417.0
Go Sedan,Sohna Road,Moti Nagar,38.72,105.0
Go Sedan,Sohna Road,Moti Nagar,38.72,105.0
Premier Sedan,Huda City Centre,Greater Kailash,45.71,941.0
Go Sedan,Rajouri Garden,Netaji Subhash Place,23.26,880.0
Go Mini,Malviya Nagar,Akshardham,46.99,678.0
Go Mini,Udyog Vihar Phase 4,Ghaziabad,27.47,638.0
Premier Sedan,GTB Nagar,Barakhamba Road,44.62,1280.0
Bike,Madipur,Shahdara,23.17,234.0
Bike,Bahadurgarh,Munirka,48.11,820.0
Go Sedan,Model Town,Anand Vihar ISBT,32.96,237.0
Auto,Barakhamba Road,Adarsh Nagar,41.18,169.0
Auto,Kadarpur,Sadar Bazar Gurgaon,18.1,216.0
Auto,Lal Quila,Subhash Nagar,3.35,484.0
Auto,Lal Quila,Subhash Nagar,3.35,484.0
Go Sedan,Kalkaji,Karkarduma,8.25,288.0
Go Mini,Govindpuri,Paschim Vihar,22.27,179.0
Go Sedan,Gurgaon Sector 29,Sadar Bazar Gurgaon,25.72,1042.0
Auto,Adarsh Nagar,Shastri Park,36.71,261.0
Auto,Bhiwadi,New Colony,34.69,405.0
Bike,Kherki Daula Toll,Kirti Nagar,49.17,89.0
Bike,Central Secretariat,Lajpat Nagar,29.85,649.0
Bike,Mansarovar Park,Ashok Vihar,38.88,754.0
Auto,Golf Course Road,Kalkaji,29.2,264.0
Go Mini,Sikanderpur,Seelampur,48.31,850.0
Uber XL,Malviya Nagar,Ghitorni Village,19.45,1486.0
Go Mini,Ramesh Nagar,Kashmere Gate ISBT,6.83,417.0
Premier Sedan,Anand Vihar ISBT,Jama Masjid,2.15,854.0
Bike,Udyog Vihar Phase 4,Kalkaji,8.39,58.0
Go Mini,Barakhamba Road,Shastri Nagar,29.17,215.0
Auto,Jhilmil,Dwarka Mor,33.15,514.0
Bike,Inderlok,GTB Nagar,15.34,287.0
Go Mini,Satguru Ram Singh Marg,Ambience Mall,26.19,309.0
Auto,Dwarka Mor,Kirti Nagar,27.4,85.0
Auto,DLF Phase 3,Sultanpur,5.02,553.0
Go Sedan,India Gate,Panchsheel Park,29.19,107.0
Go Sedan,India Gate,Panchsheel Park,29.19,107.0
Go Mini,India Gate,Hauz Khas,7.24,1088.0
Go Mini,India Gate,Hauz Khas,7.24,1088.0
Premier Sedan,Gurgaon Sector 56,Vishwavidyalaya,22.82,125.0
Premier Sedan,Lajpat Nagar,Ashram,29.63,401.0
Bike,South Extension,Udyog Vihar,42.74,333.0
Go Mini,Connaught Place,Akshardham,40.47,491.0
Go Mini,Chanakyapuri,Khan Market,33.45,482.0
Premier Sedan,Chandni Chowk,RK Puram,36.7,777.0
Bike,Azadpur,Vaishali,15.88,649.0
Uber XL,IGI Airport,Udyog Bhawan,26.14,616.0
Premier Sedan,Saket,Yamuna Bank,17.22,304.0
eBike,Model Town,Udyog Vihar Phase 4,13.99,119.0
Auto,Noida Sector 62,Vasant Kunj,41.64,124.0
Go Mini,GTB Nagar,Kherki Daula Toll,39.03,319.0
Go Mini,ITO,Gurgaon Sector 56,45.52,86.0
Bike,Cyber Hub,Kashmere Gate,42.44,198.0
eBike,Malviya Nagar,Narsinghpur,40.01,377.0
Auto,Munirka,Tughlakabad,40.27,229.0
Go Mini,Dwarka Sector 21,Khandsa,18.06,300.0
Auto,Connaught Place,Mandi House,48.15,285.0
Go Mini,Shivaji Park,Ghitorni,44.04,411.0
eBike,Indraprastha,Jasola,17.11,406.0
Go Mini,Gurgaon Sector 56,Noida Extension,25.85,400.0
Go Sedan,Ghitorni,India Gate,45.78,187.0
Auto,Mundka,Sarojini Nagar,7.81,166.0
Premier Sedan,Bhikaji Cama Place,Qutub Minar,27.16,221.0
Go Mini,Anand Vihar,Vidhan Sabha,3.41,832.0
Go Sedan,Noida Sector 62,Ashok Vihar,24.18,855.0
Premier Sedan,Preet Vihar,Sikanderpur,39.51,528.0
Auto,Ashok Vihar,Punjabi Bagh,28.97,869.0
Go Mini,IGNOU Road,Adarsh Nagar,19.86,445.0
Go Mini,Azadpur,Raj Nagar Extension,46.24,1267.0
Bike,Ambience Mall,Yamuna Bank,20.37,428.0
Premier Sedan,Gwal Pahari,Shivaji Park,19.13,324.0
Go Sedan,Palam Vihar,Moolchand,30.85,89.0
Go Mini,Govindpuri,MG Road,34.42,898.0
Go Mini,Kashmere Gate ISBT,Mayur Vihar,6.11,855.0
Premier Sedan,Vaishali,Panipat,33.72,821.0
eBike,Sadar Bazar Gurgaon,Malviya Nagar,42.86,371.0
Go Mini,Noida Sector 62,Hero Honda Chowk,26.78,503.0
Go Sedan,Patel Chowk,Udyog Bhawan,15.41,664.0
Auto,DLF Phase 3,Pataudi Chowk,40.3,259.0
Go Mini,Nirman Vihar,IGI Airport,49.38,161.0
Go Sedan,Saket,Karkarduma,21.07,230.0
Bike,Shastri Park,Ashok Park Main,27.72,91.0
Premier Sedan,Pitampura,Badarpur,26.81,152.0
Auto,Connaught Place,Ramesh Nagar,4.17,408.0
Go Sedan,Kanhaiya Nagar,Kaushambi,12.72,713.0
Premier Sedan,Azadpur,Raj Nagar Extension,48.78,275.0
Premier Sedan,Model Town,Paharganj,48.48,245.0
Go Mini,Noida Film City,Vatika Chowk,35.38,496.0
eBike,South Extension,Subhash Nagar,20.2,1544.0
Go Mini,Jahangirpuri,Mayur Vihar,40.53,392.0
Go Mini,Dwarka Mor,Vishwavidyalaya,26.1,90.0
Go Sedan,Netaji Subhash Place,IFFCO Chowk,9.16,363.0
Bike,Jhilmil,Ashok Park Main,36.16,371.0
Auto,Anand Vihar ISBT,Mansarovar Park,47.44,740.0
Premier Sedan,Barakhamba Road,Sohna Road,34.51,1029.0
Go Mini,Jasola,Welcome,31.62,357.0
Go Sedan,Anand Vihar ISBT,Govindpuri,5.47,141.0
Go Mini,Kalkaji,Pitampura,35.28,674.0
Go Mini,Hauz Khas,Central Secretariat,29.23,931.0
Go Mini,Adarsh Nagar,Vasant Kunj,22.18,664.0
Premier Sedan,Jahangirpuri,Subhash Nagar,15.38,63.0
Premier Sedan,Moti Nagar,Mundka,20.4,212.0
Auto,Delhi Gate,Madipur,37.23,488.0
Auto,Arjangarh,Khan Market,40.76,483.0
Premier Sedan,Indraprastha,Noida Sector 18,8.34,400.0
Auto,Govindpuri,ITO,38.96,218.0
Auto,Govindpuri,ITO,38.96,218.0
Go Sedan,Chandni Chowk,Gurgaon Sector 29,36.88,407.0
eBike,Vidhan Sabha,Greater Noida,13.76,904.0
Auto,Mansarovar Park,Pulbangash,13.91,125.0
Bike,DLF Phase 3,Sarai Kale Khan,42.95,410.0
Auto,Udyog Vihar Phase 4,Noida Sector 18,25.42,983.0
Premier Sedan,Hauz Rani,Arjangarh,9.86,149.0
Bike,Tilak Nagar,Ashram,7.36,243.0
Go Mini,Anand Vihar,Paschim Vihar,42.75,1087.0
Go Sedan,Subhash Chowk,Maidan Garhi,32.22,854.0
Bike,Hauz Khas,Old Gurgaon,35.24,818.0
Auto,Botanical Garden,Subhash Nagar,17.63,620.0
Go Sedan,Vaishali,Sushant Lok,11.56,556.0
Auto,Ashok Vihar,Sarai Kale Khan,47.1,652.0
Go Mini,Satguru Ram Singh Marg,Dwarka Mor,14.59,399.0
Go Mini,Shahdara,Ashok Vihar,7.96,662.0
Go Mini,IGNOU Road,Bhikaji Cama Place,46.76,743.0
Go Sedan,Noida Extension,Karol Bagh,24.67,865.0
Premier Sedan,IGI Airport,Manesar,24.33,222.0
Auto,Model Town,Ashok Park Main,28.51,57.0
Go Sedan,Sonipat,Kanhaiya Nagar,43.67,104.0
Bike,Mehrauli,Tis Hazari,29.38,1241.0
Go Sedan,Kashmere Gate,Gurgaon Sector 56,25.04,95.0
Auto,Lajpat Nagar,Noida Sector 18,28.28,266.0
eBike,Chanakyapuri,Qutub Minar,28.75,694.0
Premier Sedan,Narsinghpur,Udyog Vihar,31.28,375.0
Go Sedan,INA Market,Gurgaon Sector 56,38.97,1459.0
Auto,Udyog Bhawan,Akshardham,41.64,174.0
eBike,Kashmere Gate ISBT,Patel Chowk,22.34,416.0
eBike,Kashmere Gate ISBT,Patel Chowk,22.34,416.0
Auto,Vidhan Sabha,Badarpur,28.53,1077.0
Go Mini,Chhatarpur,Akshardham,10.77,491.0
Auto,Netaji Subhash Place,Indirapuram,45.56,394.0
Bike,Madipur,Gurgaon Sector 29,34.05,325.0
Auto,Badshahpur,Faridabad Sector 15,7.0,956.0
Go Mini,Anand Vihar ISBT,Raj Nagar Extension,18.39,214.0
Auto,Jasola,Pitampura,2.65,352.0
Go Sedan,Ashok Vihar,Raj Nagar Extension,7.47,561.0
Go Mini,India Gate,Akshardham,49.32,109.0
Go Mini,Jhilmil,Chanakyapuri,30.38,1268.0
Auto,Greater Kailash,Delhi Gate,39.83,83.0
Bike,Palam Vihar,Jama Masjid,36.45,300.0
Go Mini,Gurgaon Sector 56,Civil Lines Gurgaon,23.54,275.0
Auto,Mansarovar Park,Indraprastha,26.49,557.0
Bike,Rohini,Sadar Bazar Gurgaon,2.14,919.0
Go Mini,RK Puram,Arjangarh,43.35,135.0
Uber XL,Sadar Bazar Gurgaon,Arjangarh,37.62,1052.0
Bike,Khan Market,Jama Masjid,31.48,484.0
Bike,Khan Market,Jama Masjid,31.48,484.0
Auto,Nirman Vihar,Kashmere Gate ISBT,34.05,849.0
Premier Sedan,Samaypur Badli,IMT Manesar,14.91,407.0
Auto,Uttam Nagar,Kashmere Gate,26.7,542.0
Premier Sedan,Udyog Vihar Phase 4,Dwarka Mor,44.3,1461.0
Premier Sedan,Udyog Vihar Phase 4,Dwarka Mor,44.3,1461.0
Auto,IIT Delhi,INA Market,31.23,298.0
Auto,Udyog Vihar Phase 4,Seelampur,41.91,139.0
Premier Sedan,Panchsheel Park,Keshav Puram,30.75,297.0
Bike,Maidan Garhi,Vishwavidyalaya,31.38,331.0
Go Mini,Narsinghpur,Jahangirpuri,9.91,307.0
Bike,Qutub Minar,Kanhaiya Nagar,36.6,739.0
Go Sedan,Huda City Centre,Ghitorni,32.93,820.0
Go Sedan,Huda City Centre,Ghitorni,32.93,820.0
Auto,Udyog Vihar,Meerut,29.61,2060.0
Auto,Badshahpur,Palam Vihar,41.67,336.0
Auto,Faridabad Sector 15,Paschim Vihar,4.08,413.0
Go Mini,Sikanderpur,DLF Phase 3,10.92,273.0
Go Mini,Model Town,Kirti Nagar,16.52,947.0
Auto,Indraprastha,Gurgaon Sector 29,18.26,135.0
Auto,Indraprastha,Gurgaon Sector 29,18.26,135.0
Auto,Noida Extension,Samaypur Badli,20.31,626.0
Go Mini,ITO,Samaypur Badli,34.08,582.0
Auto,Munirka,Paschim Vihar,49.36,332.0
Auto,Nirman Vihar,Kherki Daula Toll,21.11,741.0
Go Sedan,Kanhaiya Nagar,Kirti Nagar,25.88,148.0
Go Mini,Gwal Pahari,Mansarovar Park,43.23,106.0
Premier Sedan,Uttam Nagar,Manesar,43.56,1072.0
Go Mini,Vatika Chowk,Mayur Vihar,18.13,3453.0
Go Sedan,Connaught Place,Akshardham,26.19,164.0
Go Sedan,Greater Noida,Manesar,14.9,819.0
Bike,Lal Quila,Subhash Nagar,25.15,853.0
Go Sedan,Indirapuram,Janakpuri,24.35,1384.0
Auto,Sushant Lok,Vishwavidyalaya,23.09,794.0
Go Sedan,Ramesh Nagar,Shivaji Park,46.1,92.0
Premier Sedan,DLF Phase 3,Rajouri Garden,18.16,413.0
Go Mini,IMT Manesar,Greater Noida,21.13,297.0
Auto,Laxmi Nagar,Udyog Vihar,46.37,1150.0
eBike,Ambience Mall,Paharganj,32.57,701.0
Bike,IGI Airport,Arjangarh,46.98,92.0
Go Sedan,DLF Phase 3,Kirti Nagar,46.04,52.0
Auto,IGNOU Road,Panchsheel Park,40.55,317.0
Auto,Vinobapuri,Model Town,48.17,388.0
Bike,Basai Dhankot,Vishwavidyalaya,2.5,381.0
Go Mini,Moti Nagar,Hauz Khas,20.39,459.0
eBike,Manesar,Pataudi Chowk,16.55,195.0
eBike,Mansarovar Park,Vasant Kunj,33.35,354.0
Bike,Hero Honda Chowk,Karkarduma,9.09,145.0
Go Mini,Pulbangash,Mundka,19.31,386.0
Go Mini,Pulbangash,Mundka,19.31,386.0
Bike,Bahadurgarh,Panipat,18.04,198.0
Auto,Dwarka Mor,Ambience Mall,43.51,620.0
Go Mini,Chandni Chowk,Badshahpur,33.49,661.0
eBike,Janakpuri,IGI Airport,49.59,354.0
Go Sedan,Sushant Lok,Tilak Nagar,19.15,390.0
Auto,Chanakyapuri,Sikanderpur,25.73,243.0
Premier Sedan,Pulbangash,Kalkaji,33.96,865.0
Premier Sedan,Pulbangash,Kalkaji,33.96,865.0
Go Mini,DLF City Court,Ghitorni Village,37.08,50.0
Bike,Indirapuram,Anand Vihar ISBT,48.97,582.0
Auto,Paschim Vihar,Greater Kailash,2.38,419.0
Premier Sedan,Shastri Park,Green Park,24.79,489.0
Go Mini,Chanakyapuri,Uttam Nagar,5.93,248.0
Bike,Ardee City,Okhla,28.71,359.0
Auto,Ardee City,AIIMS,30.78,1643.0
Go Mini,Meerut,Chandni Chowk,5.61,357.0
Auto,Gurgaon Sector 56,Golf Course Road,11.6,1046.0
Auto,Karkarduma,Vinobapuri,28.28,887.0
Go Sedan,Anand Vihar,Karkarduma,15.09,176.0
Bike,Samaypur Badli,Munirka,14.72,467.0
Auto,Tis Hazari,New Delhi Railway Station,9.07,939.0
Go Mini,Dwarka Sector 21,Seelampur,47.17,462.0
Bike,Shahdara,Lajpat Nagar,47.21,335.0
Premier Sedan,Netaji Subhash Place,Vasant Kunj,48.7,332.0
Go Mini,Madipur,Sarojini Nagar,34.11,960.0
Go Mini,Madipur,Sarojini Nagar,34.11,960.0
Go Mini,Punjabi Bagh,Shastri Nagar,49.86,3227.0
Auto,Ashok Vihar,Barakhamba Road,22.71,645.0
